,date,ARS,BOU,BHA,BUR,CAR,CHE,CRY,EVE,FUL,HUD,LEI,LIV,MCI,MUN,NEW,SOU,TOT,WAT,WHU,WOL
0,2018-08-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2018-08-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2018-08-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018-08-12 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0
4,2018-08-13 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
5,2018-08-14 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
6,2018-08-15 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
7,2018-08-16 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
8,2018-08-17 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
9,2018-08-18 00:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
10,2018-08-19 00:00:00+00:00,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
11,2018-08-20 00:00:00+00:00,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
12,2018-08-21 00:00:00+00:00,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
13,2018-08-22 00:00:00+00:00,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
14,2018-08-23 00:00:00+00:00,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
15,2018-08-24 00:00:00+00:00,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
16,2018-08-25 00:00:00+00:00,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0
17,2018-08-26 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.8807970779778824,3.0,3.0,3.0,3.0,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
18,2018-08-27 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,2.7949364845330376,0.8807970779778824,3.0,3.0,3.0,3.0,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
19,2018-08-28 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,2.7949364845330376,0.8807970779778824,3.0,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
20,2018-08-29 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,2.7949364845330376,0.8807970779778824,3.0,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
21,2018-08-30 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,2.7949364845330376,0.8807970779778824,3.0,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
22,2018-08-31 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,2.7949364845330376,0.8807970779778824,3.0,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
23,2018-09-01 00:00:00+00:00,2.5461187407736228,1.2384058440442351,3.0,0.0,1.0,3.0,0.0,3.0,2.7949364845330376,0.8807970779778824,3.0,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
24,2018-09-02 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,1.0,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
25,2018-09-03 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
26,2018-09-04 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
27,2018-09-05 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
28,2018-09-06 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
29,2018-09-07 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
30,2018-09-08 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
31,2018-09-09 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
32,2018-09-10 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
33,2018-09-11 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
34,2018-09-12 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
35,2018-09-13 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
36,2018-09-14 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
37,2018-09-15 00:00:00+00:00,2.5461187407736228,1.2384058440442351,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.8807970779778824,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,3.0,3.0,0.0,1.0
38,2018-09-16 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,1.2384058440442351,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,0.0010060503913994342,0.38321342526201413,0.0,1.0
39,2018-09-17 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,0.06863498514172284,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.11920292202211756,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
40,2018-09-18 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,0.06863498514172284,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
41,2018-09-19 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,0.06863498514172284,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
42,2018-09-20 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,0.06863498514172284,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
43,2018-09-21 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,0.06863498514172284,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
44,2018-09-22 00:00:00+00:00,2.5461187407736228,2.978026195727854,1.302587506150918,0.0,0.06835450515565422,3.0,0.0,0.06863498514172284,2.7949364845330376,0.010986902136072969,0.35760876606635267,3.0,3.0,0.1493542831813724,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
45,2018-09-23 00:00:00+00:00,2.5461187407736228,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.0,2.990985586387418
46,2018-09-24 00:00:00+00:00,2.9999999543147533,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.9928858041232986,2.990985586387418
47,2018-09-25 00:00:00+00:00,2.9999999543147533,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.9928858041232986,2.990985586387418
48,2018-09-26 00:00:00+00:00,2.9999999543147533,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.9928858041232986,2.990985586387418
49,2018-09-27 00:00:00+00:00,2.9999999543147533,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.9928858041232986,2.990985586387418
50,2018-09-28 00:00:00+00:00,2.9999999543147533,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.9928858041232986,2.990985586387418
51,2018-09-29 00:00:00+00:00,2.9999999543147533,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,3.0,0.9889984554146672,0.06863498514172284,1.0011753031937205,0.010986902136072969,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,0.9928858041232986,2.990985586387418
52,2018-09-30 00:00:00+00:00,3.0,2.978026195727854,0.0071234897304160326,2.950190137919579,1.785987049322243e-06,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
53,2018-10-01 00:00:00+00:00,3.0,2.978026195727854,0.0071234897304160326,2.950190137919579,0.0,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
54,2018-10-02 00:00:00+00:00,3.0,2.9999992420237835,0.0071234897304160326,2.950190137919579,0.0,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
55,2018-10-03 00:00:00+00:00,3.0,2.9999992420237835,0.0071234897304160326,2.950190137919579,0.0,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
56,2018-10-04 00:00:00+00:00,3.0,2.9999992420237835,0.0071234897304160326,2.950190137919579,0.0,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
57,2018-10-05 00:00:00+00:00,3.0,2.9999992420237835,0.0071234897304160326,2.950190137919579,0.0,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
58,2018-10-06 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,2.950190137919579,0.0,1.1832326480847903,0.9889984554146672,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,2.9786628320145248,3.0,3.0,0.998991187311167,0.0,0.9972061916003739,0.0010060503913994342,0.38321342526201413,2.181203191653117,2.9999968188640787
59,2018-10-07 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,1.0011753031937205,3.2824144503239107e-06,0.35760819726530696,3.0,3.0,2.817076662843124,0.0,0.9972061916003739,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
60,2018-10-08 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
61,2018-10-09 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
62,2018-10-10 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
63,2018-10-11 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
64,2018-10-12 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
65,2018-10-13 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
66,2018-10-14 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
67,2018-10-15 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
68,2018-10-16 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
69,2018-10-17 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
70,2018-10-18 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
71,2018-10-19 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
72,2018-10-20 00:00:00+00:00,3.0,2.9999992420237835,2.642385842924928,1.2383976247652915,0.0,1.1832326480847903,0.11920253074872379,2.5456786717923787,0.09146160493010182,3.2824144503239107e-06,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,2.181203191653117,2.9999968188640787
73,2018-10-21 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.5456786717923787,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
74,2018-10-22 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
75,2018-10-23 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
76,2018-10-24 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
77,2018-10-25 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
78,2018-10-26 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
79,2018-10-27 00:00:00+00:00,3.0,1.0490359511077154,2.642385842924928,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,0.09146160493010182,0.0,0.35760819726530696,1.1367090214170281,3.0,2.817076662843124,0.0,0.01659968331138935,2.978662753064337,2.2357219342797438e-05,0.021663108138307914,0.032971763493408135
80,2018-10-28 00:00:00+00:00,3.0,1.0490359511077154,2.999988899598076,1.2383976247652915,2.9492280169644207,1.000007371390126,0.11920253074872379,2.999988870452155,1.785987049322243e-06,0.0,0.9928911830745919,2.9668007548366764,3.0,2.817076662843124,0.0,0.9890130582515858,2.978662753064337,2.9670391274167525,0.021663108138307914,0.032971763493408135
81,2018-10-29 00:00:00+00:00,3.0,1.0490359511077154,2.999988899598076,0.007117781844230215,2.9492280169644207,1.000007371390126,0.9928875971070631,2.999988870452155,1.785987049322243e-06,0.0,0.9928911830745919,2.9668007548366764,3.0,2.9999982974428905,0.0,0.9890130582515858,2.978662753064337,2.9670391274167525,0.021663108138307914,0.032971763493408135
82,2018-10-30 00:00:00+00:00,3.0,1.0490359511077154,2.999988899598076,0.007117781844230215,2.9492280169644207,1.000007371390126,0.9928875971070631,2.999988870452155,1.785987049322243e-06,0.0,0.9928911830745919,2.9668007548366764,3.0,2.9999982974428905,0.0,0.9890130582515858,0.008381432355970738,2.9670391274167525,0.021663108138307914,0.032971763493408135
